system_id,artDate,artTitle,artContent,sentence,LLM,sentiment,class
678,2023-08-08 18:25:43,討論在停紅綠燈的時候會跟阿婆買玉蘭花嗎,我已經開過中港路黎明路交叉路口超過次了每次都有看起來像是歲之類的阿婆在賣玉蘭花偶爾會有歲的歐吉桑我每次都沒有買總覺得這些阿婆可能是做快樂的實際上早就財富自由閒不住唯一一次買玉蘭花我是叫小姐正要開去汽車旅館然後那個女的就說她經常做善事就買了一串這樣要不是她說要買我根本連揮手都懶而且我覺得這種性工作者都很虛偽愛狗愛貓愛弱勢然後對人都很陰險請問一下假如副駕駛座有陌生女生是不是要裝個樣子假裝自己很有愛心這樣我知道一定被噓的拜託不要噓我車點是特斯拉可以偵測到賣玉蘭花的阿婆還會發出警告聲,我已經開過中港路黎明路交叉路超過次了每次都有看起來像是歲之類的阿婆在賣玉蘭花偶爾會有歲的歐吉桑我每次都沒有買總覺得這些阿婆可能是做快樂的實際上早就財富自由閒不住唯一一次買玉蘭花我是叫小姐正要開去汽車旅館然後那個女的就說她經常做善事就買了一串這樣要不是她說要買我根本連揮手都懶而且我覺得這種性工作者都很虛偽愛狗愛貓愛弱勢然後對人都很陰險請問一下假如副駕駛座有陌生女生是不是要裝個樣子假裝自己很有愛心這樣我知道一定被噓的拜託不要噓我車點是特斯拉可以偵測到賣玉蘭花的阿婆還會發出警告聲,"{""文章分類"": ""使用者體驗"",""情緒"": ""負面""}",負面,使用者體驗
679,2023-08-08 21:20:58,討論高里程該選油車還是電車,電車因為常開車跑來跑去那就更要開電車因為特斯拉有自動駕駛不過我還沒開過但已經下訂了希望他會自動開到目的地如果上車還要我開那就隨便選一台油車吧,電車因為常開車跑來跑去那就更要開電車因為特斯拉有自動駕駛不過我還沒開過但已經下訂了希望他會自動開到目的地如果上車還要我開那就隨便選一台油車吧,"{""文章分類"": ""使用者體驗"",""情緒"": ""正面"",}",正面,使用者體驗
680,2023-08-08 21:52:29,情報新一代特斯拉新台幣萬,天啊這叫之前買萬的台灣人們情何以堪啊幫他們哭哭特斯拉新一代傳出目前已在試產最快月開始供貨月交付而且售價折合新台幣有望落在萬元左右不過由這售價可以合理推測用料最多就只有萬售價車子的水準扣掉電池成本後很難想像車身用料到底剩幾萬車子的水準難怪方向盤會掉下來塑料電門會被踩斷,天啊這叫之前買萬的台灣人們情何以堪啊幫他們哭哭特斯拉新一代傳出目前已在試產最快月開始供貨月交付而且售價折合新台幣有望落在萬元左右不過由這售價可以合理推測用料最多就只有萬售價車子的水準扣掉電池成本後很難想像車身用料到底剩幾萬車子的水準難怪方向盤會掉下來塑料電門會被踩斷,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",負面,性價比方面
681,2023-08-08 22:28:23,討論高里程該選油車還是電車,的確電費油錢省保養費也省精神也省特斯拉過保的車主已經滿街跑了請問你有看到新聞報導特斯拉車主過保排隊換電池的新聞嗎電池要開到報廢所需的里程數差不多跟你油車引擎開到報廢的里程數是類似的這些純電車廠都是有評估設計過的油車當然便宜但會買電車的也不單純只是為了省油錢省保養費別忘了電車還有操控性車身配重加速性基本上時速都是秒起跳的不管高里程低里程都是電車低里程的情況電車你停在車庫一個月只開公里不用擔心電池沒電換作油車大概每個月都得準備換一顆,的確電費油錢省保養費也省精神也省特斯拉過保的車主已經滿街跑了請問你有看到新聞報導特斯拉車主過保排隊換電池的新聞嗎電池要開到報廢所需的里程數差不多跟你油車引擎開到報廢的里程數是類似的這些純電車廠都是有評估設計過的油車當然便宜但會買電車的也不單純只是為了省油錢省保養費別忘了電車還有操控性車身配重加速性基本上時速都是秒起跳的不管高里程低里程都是電車低里程的情況電車你停在車庫一個月只開公里不用擔心電池沒電換作油車大概每個月都得準備換一顆,"{""文章分類"": ""性價比方面"",""情緒"": ""中性""}",中性,性價比方面
682,2023-08-09 00:23:08,情報新一代特斯拉新台幣萬,看推文才發現本板一堆人平常都沒在看特友的言論過往特友諄諄教誨特斯拉不像他牌豪車那麼盤跟國外價格比很低尤其台美價格比超漂亮只有然後美特跟匪特的價格比也差不多譬如是據此新聞新價格坐落在換算下來台灣新高機率萬台幣內甚至萬內都沒問題推文喊的是都把特粉黑名單了膩,看推文才發現本板一堆人平常都沒在看特友的言論過往特友諄諄教誨特斯拉不像他牌豪車那麼盤跟國外價格比很低尤其台美價格比超漂亮只有然後美特跟匪特的價格比也差不多譬如是據此新聞新價格坐落在換算下來台灣新高機率萬台幣內甚至萬內都沒問題推文喊的是都把特粉黑名單了膩,"{""文章分類"": ""性價比方面"",""情緒"": ""負面"",}",負面,性價比方面
683,2023-08-09 01:27:33,新聞影特斯拉提前亮燈右轉仍與擦撞,有時候問題是機車騎士根本沒意識到這樣騎有問題台灣的機車駕照根本就是放人上路用生命換經驗練車這根本算被動的不教而殺再加上道路規劃根本慘上加慘車道規劃到能關門還好像那種最旁邊劃機慢車優先道的根本很難關門因為工作算常跑台南幾乎都這種規劃提早切去機慢車道也感覺不太對更別說很多都不打方向燈的很難判斷要直走還是轉彎每次右彎就是管它會不會塞車要確定後面都沒機車或是明顯停下來等我才敢彎這種車道規劃真的很該死,有時候問題是機車騎士根本沒意識到這樣騎有問題台灣的機車駕照根本就是放人上路用生命換經驗練車這根本算被動的不教而殺再加上道路規劃根本慘上加慘車道規劃到能關門還好像那種最旁邊劃機慢車優先道的根本很難關門因為工作算常跑台南幾乎都這種規劃提早切去機慢車道也感覺不太對更別說很多都不打方向燈的很難判斷要直走還是轉彎每次右彎就是管它會不會塞車要確定後面都沒機車或是明顯停下來等我才敢彎這種車道規劃真的很該死,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",負面,安全性方面
684,2023-08-09 09:01:01,新聞影特斯拉提前亮燈右轉仍與擦撞,重申一個觀念轉換車道或轉彎一定要先讓直行車一是法規路權直行方比較大二是安全考量直行車速快可能煞不住撞上你說對方超速不對問題是你怎知道對方有超速就算直行方沒超速也可能因為反應慢而煞不住撞上你這件事一定是轉彎汽車肇責大於機車所以,重申一個觀念轉換車道或轉彎一定要先讓直行車一是法規路權直行方比較大二是安全考量直行車速快可能煞不住撞上你說對方超速不對問題是你怎知道對方有超速就算直行方沒超速也可能因為反應慢而煞不住撞上你這件事一定是轉彎汽車肇責大於機車所以,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",負面,安全性方面
685,2023-08-09 10:37:36,新聞影特斯拉提前亮燈右轉仍與擦撞,這個案例相對單純那台機車到特斯拉開始轉之前都是在後面比較像是根本沒在看直接撞上去一般比較有爭議的情形是機車跟汽車併行很長一段路在轉彎前兩台都是直行車都在同一車道甚至兩台車一下機車稍微前面一下汽車稍微前面這時候並沒辦法判斷前後車就只能讓直行的機車所以建議是即使開車撞到後也是先叫救護車凹個頭撞到柱手腕扭到過失傷害大家一起起來之前有類似狀況機車沒倒整個人靠在車上安全帽連玻璃都沒摸到原本說沒怎樣打電話給男友直接叫他叫救護車然後後面還跟我說他有點腦震盪,這個案例相對單純那台機車到特斯拉開始轉之前都是在後面比較像是根本沒在看直接撞上去一般比較有爭議的情形是機車跟汽車併行很長一段路在轉彎前兩台都是直行車都在同一車道甚至兩台車一下機車稍微前面一下汽車稍微前面這時候並沒辦法判斷前後車就只能讓直行的機車所以建議是即使開車撞到後也是先叫救護車凹個頭撞到柱手腕扭到過失傷害大家一起起來之前有類似狀況機車沒倒整個人靠在車上安全帽連玻璃都沒摸到原本說沒怎樣打電話給男友直接叫他叫救護車然後後面還跟我說他有點腦震盪,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",負面,安全性方面
686,2023-08-09 11:13:16,討論高里程該選油車還是電車,我是油車直接換電車因公司的車位是機械所以當時選的是開了八個月簡單說一下感受也剛好符合此篇的高里程文章內容原則上我每天基本來回家裏需要公里平路跟高速度大概各半以前油車平均完大概有公里了不起現在我幾乎是忽略電費社區剛好有充電樁每月平均大概就是的電費有時會跑遠程出差每月大概公里其實單純拿油車油電插電油車純電車去比較哪個划算其實是站在不同的起跑點大家在意的點不同有些人算到一年差幾萬元車子價差就可以加十年油之類的但這前提是在你原先的購車預算就是設定在萬元你往上拉高普遍的好了大概也要萬你覺得省下來的錢光價差你可以跑幾年的油錢這就已經建立在不同的設定基礎下要比較應該是你本來就買萬休旅車的消費族群要不要加萬去買一台而不是我是開一台萬的國產車要不要加萬從換成當然每人的需求不同有人要省錢有人要安靜有人要有引擎聲有人要爽度大家嫌的要死但有多少人坐過開過體驗過現代還是有多少人開過這就像我是騎機車的人說機車好鑽所以不想開車但你可以開車上班公司也給你停車位時有多少人會選擇風吹雨淋載小朋友上課鍵盤手超多紙上計算大家都會但有開車的人就知道每月計算的開銷根本是假的你會有太多臨時出去玩假日一用就多一百二百公里維修費用都是假的突發狀況比你想像中的多大概能抓的只有保險跟稅金最準了然後買一台車去計算每年怎麼控制可以省一萬元二萬元好像就失去了開車本質所帶來的便利性好像降低到機車時大家就會忽略掉騎車的成本以前有看人分享開了二十年的因為開不壞所以打算修一修繼續開這個的前提是什麼大家應該也很清楚代步車省錢但他真的不想開新車嗎不想體驗新技術帶來的樂趣跟便利嗎只是想在網路上說服大家大家認同我的車耐開我不換車的決定是對的我的上一台車是油車買一年多我就換電車我被我爸罵到臭頭說這樣很浪費折舊吃光光我說如果我能力負擔的起他應該要感到開心後來他試坐完我的車半年後他把他剛簽完不到一年的休旅賣掉改買後來只回我一句電車跟油電或油車完全是不同的感受我想講的是我身邊有愈來愈多朋友跳進電車的體系大家看的已經不完全在計算哪台車的通勤費較省這件事這是油車跟油車才會比的思維當你真的去體驗完電車不論哪家的都好可以接受的就趕快換早買早享受預算捏爆也沒辦法買的那至少也買油電尤其高哩程純分享我的不知道是不是駕駛腳的問題我的電耗大概是左右也就是一度電公里如果不待速看睡覺一天公里我就算度電好了在家充完的電錢是元以內所以我幾乎是忽略電費的存在了因為我買一杯手搖飲我可以開二天的車了在這狀況下我反而多注意我是不是手搖飲買太多而不是我今天開幾公里的車了以上純分享個人感受每人狀況條件不同沒有惡意也沒有攻擊性希望大家都能找到自己的愛車跟適合的用車習慣謝謝,我是油車直接換電車因公司的車位是機械所以當時選的是開了八個月簡單說一下感受也剛好符合此篇的高里程文章內容原則上我每天基本來回家裏需要公里平路跟高速度大概各半以前油車平均完大概有公里了不起現在我幾乎是忽略電費社區剛好有充電樁每月平均大概就是的電費有時會跑遠程出差每月大概公里其實單純拿油車油電插電油車純電車去比較哪個划算其實是站在不同的起跑點大家在意的點不同有些人算到一年差幾萬元車子價差就可以加十年油之類的但這前提是在你原先的購車預算就是設定在萬元你往上拉高普遍的好了大概也要萬你覺得省下來的錢光價差你可以跑幾年的油錢這就已經建立在不同的設定基礎下要比較應該是你本來就買萬休旅車的消費族群要不要加萬去買一台而不是我是開一台萬的國產車要不要加萬從換成當然每人的需求不同有人要省錢有人要安靜有人要有引擎聲有人要爽度大家嫌的要死但有多少人坐過開過體驗過現代還是有多少人開過這就像我是騎機車的人說機車好鑽所以不想開車但你可以開車上班公司也給你停車位時有多少人會選擇風吹雨淋載小朋友上課鍵盤手超多紙上計算大家都會但有開車的人就知道每月計算的開銷根本是假的你會有太多臨時出去玩假日一用就多一百二百公里維修費用都是假的突發狀況比你想像中的多大概能抓的只有保險跟稅金最準了然後買一台車去計算每年怎麼控制可以省一萬元二萬元好像就失去了開車本質所帶來的便利性好像降低到機車時大家就會忽略掉騎車的成本以前有看人分享開了二十年的因為開不壞所以打算修一修繼續開這個的前提是什麼大家應該也很清楚代步車省錢但他真的不想開新車嗎不想體驗新技術帶來的樂趣跟便利嗎只是想在網路上說服大家大家認同我的車耐開我不換車的決定是對的我的上一台車是油車買一年多我就換電車我被我爸罵到臭頭說這樣很浪費折舊吃光光我說如果我能力負擔的起他應該要感到開心後來他試坐完我的車半年後他把他剛簽完不到一年的休旅賣掉改買後來只回我一句電車跟油電或油車完全是不同的感受我想講的是我身邊有愈來愈多朋友跳進電車的體系大家看的已經不完全在計算哪台車的通勤費較省這件事這是油車跟油車才會比的思維當你真的去體驗完電車不論哪家的都好可以接受的就趕快換早買早享受預算捏爆也沒辦法買的那至少也買油電尤其高哩程純分享我的不知道是不是駕駛腳的問題我的電耗大概是左右也就是一度電公里如果不待速看睡覺一天公里我就算度電好了在家充完的電錢是元以內所以我幾乎是忽略電費的存在了因為我買一杯手搖飲我可以開二天的車了在這狀況下我反而多注意我是不是手搖飲買太多而不是我今天開幾公里的車了以上純分享個人感受每人狀況條件不同沒有惡意也沒有攻擊性希望大家都能找到自己的愛車跟適合的用車習慣謝謝,"{""文章分類"": ""使用者體驗"",""情緒"": ""正面""}",正面,使用者體驗
687,2023-08-09 11:50:52,新聞福斯上半年德國電動車賣贏特斯拉,原文連結原文內容除了中國市場特斯拉過去幾年一直橫掃各國電動車市場這點就連汽車工業重鎮德國的本國市場也不例外不過最近事情似乎有了變化福斯在今年上半年德國掛牌量達輛超越了特斯拉的輛根據資料顯示福斯及其運動型月份銷出輛則有輛就連入門車也有輛此外福斯小巴電動版也售出了台從單一車型來看的話特斯拉佔據德國電動汽車市場的大部分掛牌量上半年掛牌量為輛為輛接下來是的輛和輛接下來賓士以台排名第三其中以銷量最佳台奧迪以輛排名第四以輛排名第五現代汽車以輛排名第六一般來說德國車廠在本地一直存在較高的消費忠誠度年德國車廠佔所有車輛掛牌量與日本狀況類似掛牌量為日廠所以在電動車市場來說特斯拉表現可算是非常亮眼不過也有人認為有鑒於歐洲偏好小型車款特斯拉目前車款並不夠滿足歐洲消費市場福斯目前尚未正式引進不過市面上已經有外匯商將少量以外匯車形式帶入台灣了心得說明字以上德國售價約萬台幣不過中國只賣萬台幣如果真有這個價原文及網址連結心得或意見字不含標點符號,原文連結原文內容除了中國市場特斯拉過去幾年一直橫掃各國電動車市場這點就連汽車工業重鎮德國的本國市場也不例外不過最近事情似乎有了變化福斯在今年上半年德國掛牌量達輛超越了特斯拉的輛根據資料顯示福斯及其運動型月份銷出輛則有輛就連入門車也有輛此外福斯小巴電動版也售出了台從單一車型來看的話特斯拉佔據德國電動汽車市場的大部分掛牌量上半年掛牌量為輛為輛接下來是的輛和輛接下來賓士以台排名第三其中以銷量最佳台奧迪以輛排名第四以輛排名第五現代汽車以輛排名第六一般來說德國車廠在本地一直存在較高的消費忠誠度年德國車廠佔所有車輛掛牌量與日本狀況類似掛牌量為日廠所以在電動車市場來說特斯拉表現可算是非常亮眼不過也有人認為有鑒於歐洲偏好小型車款特斯拉目前車款並不夠滿足歐洲消費市場福斯目前尚未正式引進不過市面上已經有外匯商將少量以外匯車形式帶入台灣了心得說明字以上德國售價約萬台幣不過中國只賣萬台幣如果真有這個價原文及網址連結心得或意見字不含標點符號,"{""文章分類"": ""性價比方面"",""情緒"": ""負面"",}",負面,性價比方面
688,2023-08-09 13:53:56,討論高里程該選油車還是電車,當然是油車啊有多少人每日里程能比小黃多的嗎但滿街小黃幾乎都是油車幾乎看不到特斯拉小黃足見特斯拉的設計本質就是給交通行程不是那麼重要的短程交通使用者使用的像小黃這種每日高里程且交通行程重要程度就是自己全家人飯碗的人就幾乎不會有人想買特斯拉來冒險,當然是油車啊有多少人每日里程能比小黃多的嗎但滿街小黃幾乎都是油車幾乎看不到特斯拉小黃足見特斯拉的設計本質就是給交通行程不是那麼重要的短程交通使用者使用的像小黃這種每日高里程且交通行程重要程度就是自己全家人飯碗的人就幾乎不會有人想買特斯拉來冒險,"{""文章分類"":""性價比方面"",""情緒"":""負面"",}",負面,性價比方面
689,2023-08-09 15:39:23,新聞國高架轎車猛撞緩撞車車頭爛毀滿地碎,原文連結原文內容記者黃資真新北報導國高架北向公里處林口交流道今日下午時分發生車禍輛黑色轎車追撞前方施工緩撞車強大衝擊力導致車頭爛毀滿地碎片占用內側線道回堵公里詳細事發原因仍有待釐清請用路人小心行駛心得說明字以上又撞緩撞車了奇怪我這麼說又呢看圖片電腦分析百分之不是特斯拉,原文連結原文內容記者黃資真新北報導國高架北向公里處林交流道今日下午時分發生車禍輛黑色轎車追撞前方施工緩撞車強大衝擊力導致車頭爛毀滿地碎片占用內側線道回堵公里詳細事發原因仍有待釐清請用路人小心行駛心得說明字以上又撞緩撞車了奇怪我這麼說又呢看圖片電腦分析百分之不是特斯拉,"{""文章分類"": ""安全性方面"",""情緒"": ""負面"",}",負面,安全性方面
690,2023-08-09 20:17:39,新聞德國電動車前七個月銷量成績特斯拉遭逆轉賓士搶下,原文連結原文內容德國電動車前七個月銷量成績特斯拉遭逆轉賓士搶下第三上半年在德國電動車銷售一直落後給特斯拉的福斯終於稍微扳回顏面根據最新公布數據今年前七個月在德國的電動車排名福斯搶下第一名外媒引述最新公布數據福斯今年前七個月賣出輛電動車特斯拉則為輛雖然領先幅度不多但足以暫時居冠賓士以輛排第三為輛第四名第五名的為輛則是輛月至月的電動車銷量為萬輛但仍遠遠落後內燃機車輛的萬輛心得說明字以上反正我是電黑特黑貼這篇只是湊熱鬧而已純吹那麼久市佔率還沒到內燃機車輛包括混合動力的一半,原文連結原文內容德國電動車前七個月銷量成績特斯拉遭逆轉賓士搶下第三上半年在德國電動車銷售一直落後給特斯拉的福斯終於稍微扳回顏面根據最新公布數據今年前七個月在德國的電動車排名福斯搶下第一名外媒引述最新公布數據福斯今年前七個月賣出輛電動車特斯拉則為輛雖然領先幅度不多但足以暫時居冠賓士以輛排第三為輛第四名第五名的為輛則是輛月至月的電動車銷量為萬輛但仍遠遠落後內燃機車輛的萬輛心得說明字以上反正我是電黑特黑貼這篇只是湊熱鬧而已純吹那麼久市佔率還沒到內燃機車輛包括混合動力的一半,"{""文章分類"":""性價比方面"",""情緒"":""負面"",}",負面,性價比方面
691,2023-08-11 21:13:22,討論納智捷走路線結果會很不一樣吧,先說對我大中國式的洗腦影片極度反感的人就不要點進去看了覺得自己能客觀看完的再點這裡面有提到從年代開始整個集團怎麼進入對岸的後面的故事大家都知道了等等的投資跟在對岸發展也脫不了關係簡述一個重點就是因為引進外資並要求供應鏈國產比例雖然引擎傳動技術被綁死剩的供應鏈都到位了所以沒有引擎傳動的車等於躺著就做出來反觀台灣從開始的造車軌跡大家也都知道呵呵怎麼呵呵的大家也都知道所以賣什麼國家的車從來不是重點有優勢賣得好拍拍手好棒棒但管你哪國車重點是國產供應鏈的比例能不能想盡辦法提高就算卡個需料件國內製造也聊勝於無特斯拉上海廠供料對岸提供包含高強度鋼電磁鋼片電子零件跟車用面板等等這才是大家真正需要擔心的事,先說對我大中國式的洗腦影片極度反感的人就不要點進去看了覺得自己能客觀看完的再點這裡面有提到從年代開始整個集團怎麼進入對岸的後面的故事大家都知道了等等的投資跟在對岸發展也脫不了關係簡述一個重點就是因為引進外資並要求供應鏈國產比例雖然引擎傳動技術被綁死剩的供應鏈都到位了所以沒有引擎傳動的車等於躺著就做出來反觀台灣從開始的造車軌跡大家也都知道呵呵怎麼呵呵的大家也都知道所以賣什麼國家的車從來不是重點有優勢賣得好拍拍手好棒棒但管你哪國車重點是國產供應鏈的比例能不能想盡辦法提高就算卡個需料件國內製造也聊勝於無特斯拉上海廠供料對岸提供包含高強度鋼電磁鋼片電子零件跟車用面板等等這才是大家真正需要擔心的事,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",負面,性價比方面
692,2023-08-13 18:47:19,問題為什麼竹北可以這麼多特斯拉,我講的不是車價問題車子對工程師來說應該都便宜是房子的問題竹北不是都新建案大樓比較多嗎有大樓就有管委會通常不給安裝充電的機率比較高那這些車主都用超充或公有的嗎還是說貧窮限制了我的想像這些車主其實大部分是住竹北的透天竹北的透天那要多貴啊還是科技之都的管委會也比較開明感覺問房板是不是比較好,我講的不是車價問題車子對工程師來說應該都便宜是房子的問題竹北不是都新建案大樓比較多嗎有大樓就有管委會通常不給安裝充電的機率比較高那這些車主都用超充或公有的嗎還是說貧窮限制了我的想像這些車主其實大部分是住竹北的透天竹北的透天那要多貴啊還是科技之都的管委會也比較開明感覺問房板是不是比較好,"{""文章分類"": ""性價比方面"",""情緒"": ""負面""}",負面,性價比方面
693,2023-08-13 20:05:07,新聞特斯拉出現資安問題報廢的竟被,原文連結原文內容特斯拉出現資安問題報廢的竟被轉賣到烏克蘭還登入前車主帳號聽歌聯合新聞網記者趙駿宏綜合報導有一位美國車主在某一天居然發現他與年底報廢的特斯拉居然還在烏克蘭行駛而且還登入他的聽歌讓他震驚不已這不表示他之前在特斯拉登入的個人資訊全部被看光了嗎以往若是車禍需要報廢車輛都會委託給業務或是保險公司處理但你確定你的車輛真的被報廢了嗎其實過去就不乏有人在做這些報廢車起死回生的生意但以前的車款大多都不會在車上發現任何前車主的資料但到了現代這事可沒那麼簡單一位特斯拉前車主驚訝地發現被他報廢的不知何故已經被轉售至烏克蘭而且車上的應用程式仍然登入他的帳號在運作中這輛的前車主叫做在美國擔任執行編輯而的特斯拉在年底發生事故因此這輛車只能轉往報廢處理但幾個月後意外收到一則通知表示他之前那一輛重新出現在網路上且令他驚訝的是他發現特斯拉仍然使用他的登錄憑證進行連接這也讓他能夠靠著定位準確地知道這輛正在烏克蘭南部更離奇的是新車主還很無恥的使用在車上登入的帳戶聽著的歌曲為此在以前叫上發文沒多久就收到超過萬次瀏覽為此深入調查此事發現在被運送到烏克蘭前就已經在車輛交易平台上進行了拍賣據報導這一事件並非個案另一位特斯拉前車主也遇到了類似的情況他收到了來自他報廢的的硬體更新通知該車同樣也出現在烏克蘭地區雖然轉售報廢車到其他國家不是什麼新鮮事然而真正令人擔憂的是現代車款即使在發生事故後車內仍然存儲著大量數據和個人資訊且由於車機螢幕損壞車主也無法登入並將其刪除除非將這輛車修好當然這並不是只有特斯拉會發生所有現代化互聯網車款都有可能遇到這或許也會是未來車廠甚至是各國政府都必須立法關注的重大個人資安問題心得說明字以上台灣的特斯拉報廢後都是怎麼處理呢看來有連互連網的車主車子轉讓前都要將個資刪除,原文連結原文內容特斯拉出現資安問題報廢的竟被轉賣到烏克蘭還登入前車主帳號聽歌聯合新聞網記者趙駿宏綜合報導有一位美國車主在某一天居然發現他與年底報廢的特斯拉居然還在烏克蘭行駛而且還登入他的聽歌讓他震驚不已這不表示他之前在特斯拉登入的個人資訊全部被看光了嗎以往若是車禍需要報廢車輛都會委託給業務或是保險公司處理但你確定你的車輛真的被報廢了嗎其實過去就不乏有人在做這些報廢車起死回生的生意但以前的車款大多都不會在車上發現任何前車主的資料但到了現代這事可沒那麼簡單一位特斯拉前車主驚訝地發現被他報廢的不知何故已經被轉售至烏克蘭而且車上的應用程式仍然登入他的帳號在運作中這輛的前車主叫做在美國擔任執行編輯而的特斯拉在年底發生事故因此這輛車只能轉往報廢處理但幾個月後意外收到一則通知表示他之前那一輛重新出現在網路上且令他驚訝的是他發現特斯拉仍然使用他的登錄憑證進行連接這也讓他能夠靠著定位準確地知道這輛正在烏克蘭南部更離奇的是新車主還很無恥的使用在車上登入的帳戶聽著的歌曲為此在以前叫上發文沒多久就收到超過萬次瀏覽為此深入調查此事發現在被運送到烏克蘭前就已經在車輛交易平台上進行了拍賣據報導這一事件並非個案另一位特斯拉前車主也遇到了類似的情況他收到了來自他報廢的的硬體更新通知該車同樣也出現在烏克蘭地區雖然轉售報廢車到其他國家不是什麼新鮮事然而真正令人擔憂的是現代車款即使在發生事故後車內仍然存儲著大量數據和個人資訊且由於車機螢幕損壞車主也無法登入並將其刪除除非將這輛車修好當然這並不是只有特斯拉會發生所有現代化互聯網車款都有可能遇到這或許也會是未來車廠甚至是各國政府都必須立法關注的重大個人資安問題心得說明字以上台灣的特斯拉報廢後都是怎麼處理呢看來有連互連網的車主車子轉讓前都要將個資刪除,"{""文章分類"":""安全性方面"",""情緒"":""負面"",""標題"":""特斯拉出現資安問題報廢的竟被轉賣到烏克蘭還登入前車主帳號""}",負面,安全性方面
694,2023-08-13 20:54:43,心得試乘心得,第一次去看這牌的時候是大家對他的負評不外乎就是價格貴冷門維修保養麻煩等等但這次真的有被的設計和外觀帥到當時看過的內裝就覺得念念不忘這次再看到的新設計又覺得更帥了所以這次很興奮的約了試乘其實大家詬病的這顆沒有一開始想像中無力我目前開的是年的其實在市區很夠用比我目前這台老車好太多了模式開下去在低轉的扭力絕對夠上山跟市區通勤三缸抖動老實說沒有這麼明顯迴轉半徑也不大我個人認為蠻靈活的啦加上儀表板真的看起來很炫炮中央扶手的小冰箱也算是實用按摩椅更不用說了目前我也只有試乘過這台有按摩椅內裝我唯一嫌棄的就是沒有通風椅跟音響不夠好不過音響還算好處理就是了一路上我也一直關心後座容易暈車的太太他覺得坐起來還行輔助安全系統也都有環景的畫質也很好所以大概試乘了半小時其實我們都還覺得滿意而且這是唯一我試乘下來除了讓我心動的目前試乘過的排名我家可以裝充電樁太沒力了再往上就就好口袋名單內其實只剩下還沒試乘但價格已經超過我的預算就算了萬的價位不要國產或日系的話我覺得其實沒有這麼好選三年前就喜歡的軟體跟加速到現在還是覺得比較不會後悔但就是超出一些預算因為我目前需求就是掀背後座空間不要太差然後既然換新車了內裝也不要太老氣這次順便開了主要是想體驗和的差別老實說這顆我覺得才是我心裡覺得夠用的引擎而且也夠成熟了如果今天是放在上的話我真的會很衝動想要下訂內裝那個閹割的螢幕還有假環景以外跟現行其他牌子比起來其實還是不錯的不過跟的科技感比起來又是前一個世代的感覺了所以可能頂多考慮二手車吧值才會高一些或者是有什麼其他好選擇也請大家推薦給我不然老婆小孩可能又得忍耐現在的車兩年了太小然後不用考慮油耗問題平常跑業務實報實銷所以沒差,第一次去看這牌的時候是大家對他的負評不外乎就是價格貴冷門維修保養麻煩等等但這次真的有被的設計和外觀帥到當時看過的內裝就覺得念念不忘這次再看到的新設計又覺得更帥了所以這次很興奮的約了試乘其實大家詬病的這顆沒有一開始想像中無力我目前開的是年的其實在市區很夠用比我目前這台老車好太多了模式開下去在低轉的扭力絕對夠上山跟市區通勤三缸抖動老實說沒有這麼明顯迴轉半徑也不大我個人認為蠻靈活的啦加上儀表板真的看起來很炫炮中央扶手的小冰箱也算是實用按摩椅更不用說了目前我也只有試乘過這台有按摩椅內裝我唯一嫌棄的就是沒有通風椅跟音響不夠好不過音響還算好處理就是了一路上我也一直關心後座容易暈車的太太他覺得坐起來還行輔助安全系統也都有環景的畫質也很好所以大概試乘了半小時其實我們都還覺得滿意而且這是唯一我試乘下來除了讓我心動的目前試乘過的排名我家可以裝充電樁太沒力了再往上就就好袋名單內其實只剩下還沒試乘但價格已經超過我的預算就算了萬的價位不要國產或日系的話我覺得其實沒有這麼好選三年前就喜歡的軟體跟加速到現在還是覺得比較不會後悔但就是超出一些預算因為我目前需求就是掀背後座空間不要太差然後既然換新車了內裝也不要太老氣這次順便開了主要是想體驗和的差別老實說這顆我覺得才是我心裡覺得夠用的引擎而且也夠成熟了如果今天是放在上的話我真的會很衝動想要下訂內裝那個閹割的螢幕還有假環景以外跟現行其他牌子比起來其實還是不錯的不過跟的科技感比起來又是前一個世代的感覺了所以可能頂多考慮二手車吧值才會高一些或者是有什麼其他好選擇也請大家推薦給我不然老婆小孩可能又得忍耐現在的車兩年了太小然後不用考慮油耗問題平常跑業務實報實銷所以沒差,"{""文章分類"": ""使用者體驗"",""情緒"": ""正面"",}",正面,使用者體驗
695,2023-08-13 23:07:28,問題為什麼竹北可以這麼多特斯拉,竹北你來台北看一下什麼叫滿街跑吧可能是地太小原因也可能是充電方便的關係到處都是,竹北你來台北看一下什麼叫滿街跑吧可能是地太小原因也可能是充電方便的關係到處都是,"{  ""文章分類"": ""使用者體驗"",  ""情緒"": ""正面""}",正面,使用者體驗
