system_id,sentence
1379.0,這個品牌我不熟
1379.0,看了官網覺得外型設計很法系
1379.0,查下果然被雷諾收購
1379.0,連續兩年都有超過的成長
1379.0,已經超車
1379.0,應該有機會擠進歐洲前
1379.0,連續兩年都爆量成長超過的品牌
1379.0,的目標應該是連霸全歐洲銷售第車型
1379.0,另外假如能維持年的銷量成長率
1379.0,也很有機會搶進歐洲銷量前十品牌的位置
1379.0,另外個連續兩年都爆量成長的品牌成長，成長
1379.0,不過個人主觀覺得的成長率是比較穩健的
1379.0,這種非正常銷量成長率不可能維持
1379.0,銷量成長勢必會趨緩
1379.0,對比有著衝擊歐洲前的潛力
1379.0,年頂多可能衝擊歐洲前
1379.0,很新的品牌，年才創立
1379.0,源自西班牙汽車品牌
1379.0,但我覺得外型設計比帥很多
1379.0,而且經過和的爆量成長
1379.0,其實年只落後不到萬台銷量
1379.0,假如維持差不多的成長
1379.0,有機會超越
1379.0,重演現在歐洲壓著的狀況也是贏在外型設計帥很多
1379.0,附帶提
1379.0,最近很常被提到的在年的排名是名
1379.0,雖然成長率非常高
1379.0,但因為基數很低，後勢有待觀察
1407.0,趙小蘭妹妹生前最後刻情況曝駕特斯拉墜池塘狂求救
1407.0,編輯劉哲琪報導
1407.0,//
1407.0,美國前任運輸部長趙小蘭的妹妹趙安吉月過世
1407.0,圖達志影像美聯社
1407.0,美國前任運輸部長趙小蘭的妹妹福茂集團董事長
1407.0,兼
1407.0,執行長趙安吉月過世，享年歲
1407.0,警方與消息人士透露，趙安吉當時疑
1407.0,似
1407.0,開著輛特斯拉，連人帶車墜入德州間私人牧場的池塘後喪命
1407.0,外媒最新報導還原她墜
1407.0,入
1407.0,池塘的原因，稱她在生前最後刻曾瘋狂致電友人求助
1407.0,綜合華爾街日報與紐約郵報報導，趙氏家族月日發出訃告，證實趙安吉意外
1407.0,過
1407.0,世的消息，但沒有透露這場致命意外的細節
1407.0,根據德州奧斯汀當地媒體，德州布蘭科縣警
1407.0,長
1407.0,辦公室指出，趙安吉月日連人帶車墜入座詹森城私人牧場的池塘，死因應該是溺死
1407.0,，
1407.0,初步判斷是起不幸意外
1407.0,華爾街日報近日公布這起意外的細節
1407.0,據了解，趙安吉月日邀請多名哈佛商學院的
1407.0,好
1407.0,友，在她位於德州丘陵地區的座私人莊園度過周末
1407.0,她於日晚間與友人在莊園別館用
1407.0,餐
1407.0,並慶祝春節後，點分左右返回她家人所在的主館
1407.0,儘管兩地距離不遠，但室外嚴寒，
1407.0,因
1407.0,此她決定駕駛特斯拉移動，車程約分鐘
1407.0,沒過幾分鐘，趙安吉就驚慌失措地打電話給友人，表示她在開車掉頭時，把前進檔打成倒
1407.0,車
1407.0,檔，導致車子迅速後退並翻過個堤防，衝進池塘並快速下沉
1407.0,她的朋友得知消息立刻衝
1407.0,出
1407.0,去幫忙，其中名女子還跳入池塘內
1407.0,牧場主人與妻子聽到騷動也跑出室外，有人協助撥
1407.0,打
1407.0,報導指出，由於地形崎嶇，救援隊在接獲通報約分鐘後才抵達現場
1407.0,名救難人員透露，到場時發現整輛特斯拉徹底淹沒，警方為了砸開車窗，還度站在車
1407.0,頂
1407.0,上
1407.0,最後出動輛拖車到現場，試圖將特斯拉從水中拉起，但度發現纜線不夠長
1407.0,等兩
1407.0,名
1407.0,救難人員將趙安吉拖出車中時，已經是凌晨點分
1407.0,車門打開時，大量的水從車內湧出
1407.0,趙安吉被救出時已沒有反應，救難人員搶救約分鐘後宣告不治
1407.0,報導指出，警方並未對外透露太多關於趙安吉身亡的細節
1407.0,最新報導指出，布蘭
1407.0,科
1407.0,縣警長辦公室月日寫給德州檢察長帕克斯頓的信中記載，儘管初步調
1407.0,查
1407.0,顯示這是起意外，但卻是起非典型意外，警長辦公室正在朝刑事方向偵辦，直到
1407.0,有
1407.0,足夠證據能排除犯罪活動
1407.0,/////
1407.0,///
1407.0,///
1407.0,最右與她的妹妹前交通部長左她的姐夫
1407.0,左二現任總統中和她的父親右二合影
1485.0,理
1485.0,單
1485.0,中國市場真的很大
1485.0,很可惜當年納智捷沒成功在中國拿下席之地，失敗收場
1485.0,以前嚴凱泰超有野心，車都賣到伊朗去了
1485.0,但這也說明車業沒那麼好做，成也賣車敗也賣車
1485.0,車友有比較過和
1485.0,整體還是比較成熟，感覺這家公司有學到教訓也有改善
1485.0,輔助系統連都比不上，何來對比特斯拉
1485.0,////__
1485.0,這股價拉抬，我們看看就好
1511.0,現在車幾乎都有智慧巡航功能
1511.0,其中公認最強的應該就屬的
1511.0,和特斯拉的自駕系統
1511.0,各位大神車主
1511.0,輪功能
1511.0,比較強還是特斯拉呢
1511.0,或是其實有其他更強的牌子呢
1539.0,///
1539.0,內文大意
1539.0,雖然馬誼郎嘴硬說路透社說謊
1539.0,但特斯拉在這波裁員裡把許多參與開發的人都裁掉了資金也全都拉去項目
1539.0,心得
1539.0,也是啦來做不贏中國車海
1539.0,窮鬼們買了也不會加購/
1539.0,等於陷入硬體按成本賣軟體也抽不到營收的窘境徒佔產能而已
1539.0,但把資源都搬去就無法理解了
1539.0,有待特粉解答
