word,count
電瓶,4
審理,4
鯊魚,4
躍居,4
光光,4
保發,4
有空,4
件數,4
瑪黑,4
偏執狂,4
拉島,4
大國,4
噴出,4
感情,4
三天,4
倡議,4
拉回,4
不准,4
匯款,4
雙龍,4
演算法,4
差異化,4
執行官,4
定時,4
所能,4
旗艦版,4
情報,4
花到,4
永嘉,4
分分,4
慢慢開,4
叫囂,4
亮起,4
成全,4
於此,4
共乘,4
檯面,4
楊梅,4
查證,4
身分,4
以供,4
不顧,4
一封,4
彭女,4
背部,4
道德,4
踢出,4
熱情,4
分隊長,4
瑞光路,4
怎會,4
跌落,4
的連,4
中斷,4
普羅,4
神壇,4
富翁,4
連都,4
車但,4
躁症,4
暴走,4
開山刀,4
各方,4
深入,4
書包,4
手指,4
霧燈,4
看待,4
排到,4
擺脫,4
一陣,4
進群,4
車能,4
接頭,4
太扯了,4
億萬,4
原型,4
都市,4
加速度,4
中大型,4
女童,4
上以,4
那位,4
解析度,4
和平,4
恰當,4
動感,4
交保,4
當日,4
隆起,4
牛頭,4
細膩度,4
專程,4
本事,4
消滅,4
探測,4
遏止,4
這都,4
上海廠,4
希臘,4
靈感,4
受惠,4
轉變成,4
更新版,4
立法,4
這叫,4
打贏,4
三小,4
外側,4
本魯,4
這事,4
耗資,4
落實,4
改動,4
場域,4
四百萬,4
磁場,4
私下,4
講法,4
問過,4
這陣子,4
乘用,4
難聽,4
也給,4
搞錯,4
價格表,4
俯仰,4
貼車,4
禮貌,4
第五,4
如果說,4
預緊器,4
發不動,4
同比,4
華爾頓,4
分人,4
拔走,4
整個人,4
會動,4
邊緣,4
亞軍,4
收益,4
大師,4
一股,4
充電板,4
裝機,4
可供,4
複合,4
總額,4
設計感,4
其任何,4
營利,4
惡搞,4
大跌,4
第十名,4
具名,4
阻撓,4
重申,4
取自,4
主題,4
鞏固,4
脖子,4
沒多,4
副廠,4
羅男,4
組裝廠,4
唬爛,4
萬有,4
越好,4
良心,4
比差,4
哪有,4
足跡,4
歷程,4
減緩,4
誤以為,4
這與,4
早買,4
取暖,4
答覆,4
升到,4
音效,4
小錢,4
大道,4
濃度,4
很會,4
史上,4
判斷力,4
天經地義,4
可悲,4
最糟,4
問號,4
衛生紙,4
越南,4
疼痛,4
拭目以待,4
快報,4
衍生,4
金管會,4
每輛,4
散落,4
瞄準,4
越重,4
期限,4
忍不住,4
電仔,4
界面,4
前端,4
證明書,4
財訊,4
偷料,4
電流,4
編寫,4
大軍,4
工況,4
按摩椅,4
回購,4
戲稱,4
逆光,4
蒙皮,4
就會,4
高昂,4
低廉,4
新安,4
跳票,4
海上,4
室外,4
魯蛇,4
不順,4
中時,4
追隨,4
默默,4
來當,4
很強,4
掛掉,4
辱罵,4
樣品,4
有事,4
境界,4
權限,4
商業化,4
某人,4
用品,4
總比,4
想必,4
市民,4
浙江,4
嵌入,4
類比,4
領頭羊,4
幾十萬,4
不熟,4
指引,4
出貨量,4
開設,4
聽得懂,4
二人,4
更帥,4
爭奪,4
星期,4
獨占,4
德系,4
要選,4
爆出,4
整修,4
老款,4
力壓,4
必要性,4
最具,4
主角,4
密西根,4
粉紅色,4
換一,4
二樓,4
碰過,4
外銷,4
做過,4
本篇,4
該國,4
良品,4
幾項,4
備選,4
雙標,4
浮現,4
長大,4
文長,4
露出,4
表情,4
地檢署,4
贏了,4
信仰,4
罪嫌,4
有款,4
獨有,4
翻轉,4
簡稱,4
晚買享,4
鎖緊,4
自認,4
通行,4
齒輪,4
指導,4
俄烏,4
擷取,4
總署,4
里程碑,4
情事,4
羅姓,4
加上去,4
失利,4
公德心,4
跳出,4
電梯,4
展覽館,4
好養,4
填補,4
價金,4
選到,4
四萬,4
過世,4
掃射,4
沒開過,4
研究員,4
聲稱,4
強制罪,4
能為,4
預料,4
穩穩,4
打造出,4
矚目,4
首爾,4
精算,4
西屯區,4
稅前,4
全套,4
皮椅,4
尋車,4
九成,4
地質,4
改買,4
詢價,4
輕快,4
車中,4
已知,4
歸屬,4
頂配,4
女人,4
掛到,4
萬到,4
裝飾,4
直呼,4
拓展,4
疲軟,4
革命,4
燒完,4
投顧,4
單獨,4
好過,4
隱憂,4
車進,4
輕易,4
虛擬,4
揚聲器,4
外還,4
比同,4
地形,4
踩踏,4
劉男,4
視訊,4
自主化,4
認列,4
往上,4
杯架,4
法治,4
黃男,4
稅制,4
尋找,4
極好,4
車電,4
一倍,4
木床,4
嘴砲,4
第四名,4
自售,4
友們,4
破百,4
二個,4
落跑,4
不太好,4
爆衝,4
新光,4
便是,4
切進,4
了還,4
輕微,4
線道,4
維果,4
審驗,4
匯入,4
左切,4
兩起,4
載運,4
泰山,4
無門,4
多付,4
安慰,4
調低,4
萬噸,4
視覺化,4
麻豆,4
上能,4
減弱,4
手排車,4
兩條,4
先講,4
超好,4
路程,4
審判,4
裁定,4
太棒,4
訝異,4
農曆,4
國賠,4
百貨公司,4
場地,4
位在,4
講到,4
判處,4
快到,4
急著,4
停滿,4
新臺幣,4
防滑,4
用起來,4
貨卡,4
供過於求,4
有別於,4
搭乘,4
人性化,4
順帶,4
發覺,4
哪家,4
中規中矩,4
多名,4
脫手,4
現況,4
諾爾雪,4
來亂,4
進化,4
親戚,4
典型,4
冷靜,4
失效,4
剩萬,4
難題,4
喜美,4
保護費,4
中說,4
信徒,4
愛好,4
十分鐘,4
妄想,4
房屋,4
還高,4
環節,4
毫克,4
走走,4
強度,4
無人,4
撞破,4
壁掛式,4
民族,4
成長為,4
所在地,4
多樣化,4
歷年,4
日起,4
轄區,4
平市,4
就問,4
衝出,4
觀眾,4
右手,4
梧棲,4
試著,4
風勢,4
損毀,4
小小兵,4
坐墊,4
砸破,4
風切聲,4
車號,4
肥宅,4
回憶,4
要告,4
版友,4
更改,4
朱吉,4
好心,4
呼應,4
立體,4
時報,4
作風,4
約束,4
考量點,4
舊版,4
送去,4
三次,4
雛型,4
全是,4
年銷,4
街道,4
吸引到,4
附加險,4
力度,4
擊敗,4
致死,4
謙虛,4
錄製,4
意識到,4
危及,4
利多,4
不二價,4
承租人,4
引戰,4
保單,4
此事,4
輛與,4
名次,4
無限,4
上並,4
魅力,4
萬內,4
供應量,4
固定式,4
說會,4
疑因,4
摩擦,4
粗暴,4
物質,4
有線,4
坦言,4
黑白,4
車側,4
回顧,4
房貸,4
很貴,4
陳英傑,4
損失率,4
裡頭,4
台海,4
開越,4
兩岸,4
稍稍,4
牽涉,4
實例,4
萬部,4
高而,4
建案,4
排序,4
盛行,4
帶頭,4
好不容易,4
承辦,4
剛性,4
這兩,4
年紀,4
目光,4
直直,4
營業稅,4
六街,4
號北向,4
大傷,4
硬是,4
倍增,4
晶圓,4
三輪車,4
出乎意料,3
停車塔,3
狠狠,3
齊名,3
過槍,3
懲罰,3
暫存,3
阻擋,3
連線,3
則有,3
吐槽,3
萬名,3
乘上,3
置換,3
第二款,3
盤查,3
不為過,3
收藏,3
打入,3
人拔,3
風潮,3
大牌,3
推到,3
不肯,3
表格,3
流氓,3
佈局,3
抄襲,3
引領,3
年還,3
在號,3
六年,3
名目,3
創個,3
先看,3
春酒,3
爆發式,3
喝完,3
日出,3
昏迷,3
演愈烈,3
鐵桿,3
低功率,3
求售,3
暴打,3
激動,3
飄出,3
勞資,3
土城,3
稱不上,3
輿論,3
之大,3
變高,3
巡邏,3
野雞,3
偏小,3
熔融,3
承接,3
經紀人,3
還真,3
風雲車,3
獅子,3
違約金,3
電粉,3
悲哀,3
選上,3
猛力,3
側撞,3
恰吉,3
放電,3
看開,3
壓縮機,3
要付,3
展示車,3
太晚,3
拉升,3
以萬輛,3
六代,3
宣傳單,3
多層,3
粗蠟,3
大開,3
拖累,3
直擊,3
王八蛋,3
名片,3
時才,3
滑坡,3
虧萬,3
標語,3
動彈不得,3
砲轟,3
外車,3
先排,3
魔鬼,3
明天,3
重複,3
自慰,3
英尺,3
賣不掉,3
本週,3
推給,3
年件,3
四五百萬,3
發表會,3
相近,3
沒多少,3
緊繃,3
雙贏,3
油漆,3
管理員,3
市售,3
聯合會,3
晶晶,3
前所未見,3
群規,3
禹伯,3
大條,3
起碼,3
有開,3
幾周,3
排擠,3
迎面,3
入場,3
切割,3
群友,3
反射,3
幾篇,3
竄出,3
打給,3
東向,3
停進,3
正義,3
祭出,3
軌道,3
降為,3
體質,3
驚豔,3
貪小便宜,3
夠長,3
充了,3
法務,3
總表,3
標記,3
進榜,3
獨樹一格,3
股東會,3
樹林,3
稅務,3
四歲,3
第款,3
自首,3
第項,3
聲響,3
臉部,3
報隊,3
傳來,3
拍不到,3
七個,3
跌到,3
爛路,3
賠多少,3
完完全全,3
白癡,3
零配件,3
無意,3
部分則,3
並不多,3
首例,3
封鎖,3
查到,3
三家,3
揚言,3
沿線,3
沒道理,3
中興,3
加映,3
得標,3
東山,3
有要,3
要將,3
群內,3
新聞稿,3
見證,3
富田,3
加工,3
立意,3
版面,3
每一季,3
現身說法,3
憑什麼,3
推斷,3
至萬輛,3
已將,3
事項,3
澄清,3
車也,3
進出,3
欺瞞,3
風氣,3
高漲,3
買特,3
生產量,3
逛街,3
一審,3
跑回來,3
都給,3
出手,3
去路,3
以暴制暴,3
砍價,3
超時,3
同月,3
充慢,3
殺手,3
單季,3
比重,3
職位,3
汽缸,3
偷輕,3
倖存,3
萬以,3
對得起,3
生産,3
兩百多,3
過日子,3
大發,3
外改,3
預測到,3
叫車,3
推移,3
藝術,3
這幾台,3
信任度,3
過敏,3
波及到,3
抗爭,3
側錄,3
男生,3
指教,3
類的,3
車都會,3
德國人,3
雄心,3
或進,3
引爆,3
評鑑,3
美系,3
敵人,3
貶低,3
大叔,3
數目,3
等候室,3
養不起,3
大減,3
接待,3
預保,3
註記,3
坐上去,3
自售車,3
亂講,3
付清,3
阿爾法,3
插著,3
聊勝於無,3
換來換去,3
帥哥,3
是轉,3
簽了,3
倒退,3
駕訓班,3
無論如何,3
沒壞,3
減少到,3
放上去,3
照理,3
加油島,3
預設,3
變壓器,3
下一次,3
保修廠,3
方便性,3
零碳,3
比特,3
想保,3
使命,3
母公司,3
買買,3
行不通,3
線索,3
三井,3
形象,3
哪種,3
駕駛座椅,3
大業,3
打著,3
各降,3
發射,3
調高,3
面子,3
加選,3
製造廠,3
斷絕,3
弗蘭,3
稍後,3
財源,3
靈魂,3
資助,3
宏偉,3
有成,3
用後改,3
想試,3
補習班,3
銜接,3
全方位,3
時空,3
二極體,3
不婚,3
家充,3
有木,3
泰銖,3
注意力,3
主席,3
鉸鏈,3
一百萬,3
厚重,3
丟著,3
坡道,3
整合式,3
所得,3
計時,3
正好,3
念念不忘,3
高峰會,3
見諒,3
範本,3
衝擊力,3
院方,3
頻傳,3
環河路,3
常在,3
不濟,3
停著,3
疲累,3
明年度,3
水漂,3
貼上,3
放空,3
廖雪茹,3
人連,3
誤差,3
平安,3
出沒,3
相撞,3
本體,3
則為,3
待在,3
事前,3
賠萬,3
負責人,3
塗層,3
活塞,3
曾姓,3
得出,3
下陷,3
沉睡,3
補件,3
追償,3
越多,3
脆弱,3
正副,3
丟給,3
踩下,3
給他,3
操縱,3
拿出來,3
留車,3
損率,3
推理,3
扭矩,3
附帶,3
閃燈,3
常有,3
最爛,3
指望,3
會要,3
一頓,3
前來,3
總局,3
風切,3
阿烏,3
林志憲,3
鍵盤,3
豪大雨,3
全放,3
記下,3
有差,3
大賣,3
入彎,3
行政院,3
個人用,3
撞毀,3
媒合,3
女駕駛,3
頸椎,3
撞個,3
這給,3
來義,3
吹到,3
合金,3
勞力士,3
出發到,3
所知,3
中所,3
弄壞,3
過車,3
抱著,3
不太到,3
電子錶,3
鴻華,3
車車,3
盡到,3
洗洗,3
航廈,3
嘴臉,3
提車,3
全款,3
八大,3
了車,3
前一天,3
從業,3
內卷,3
無價,3
安怡,3
斷定,3
此案,3
心力,3
省下來,3
隔年,3
地層,3
換手,3
有利於,3
百大,3
災情,3
前個,3
延伸,3
悠閒,3
往下,3
折抵,3
家用車,3
多起,3
生氣,3
鼎泰豐,3
耕耘,3
道光,3
分居,3
釀成,3
隨意,3
風波,3
邱男,3
更要,3
份量,3
有載,3
無效,3
一舉,3
消費性,3
戰術,3
扯到,3
大致上,3
可循,3
事先,3
中華民國,3
崔東,3
拉下,3
萬鋼,3
硬拔,3
將人,3
力拚,3
寵物,3
彭博社,3
推估,3
氣勢,3
德國廠,3
著手,3
任一,3
追加,3
標註,3
奪下,3
穩健,3
連忙,3
交完,3
不服,3
累積到,3
契機,3
細分,3
裝的,3
已達,3
肇逃,3
優質,3
拖到,3
消極,3
前述,3
鋁罐,3
閘道,3
妨害,3
劉偉健,3
惡煞,3
校車,3
比賽,3
鄉長,3
拍賣,3
猶如,3
銳利,3
雙眼,3
火氣,3
捷豹,3
武器,3
離去,3
追究,3
關聯,3
調解,3
一降,3
深藍,3
示警,3
氣溫,3
鄉友街,3
回嗆,3
削價,3
合創,3
江淮,3
合眾,3
路一段,3
這座,3
除蟲,3
派出所,3
很怪,3
拘役,3
送到,3
一座,3
機車道,3
折到,3
耗材,3
新進,3
麥拉倫,3
警員,3
態勢,3
算上,3
佛羅里達州,3
航向,3
中止,3
幹掉,3
多貴,3
台數,3
換換,3
蒸發,3
罵翻,3
肇事者,3
榮登,3
老半天,3
買入,3
太好,3
下手,3
比喻,3
起床,3
三台,3
便利度,3
玩法,3
住處,3
跌至,3
摸到,3
探討,3
同年,3
坐人,3
幾名,3
四川,3
下坡,3
想來,3
風量,3
手錶,3
壹蘋,3
斜背,3
整理出,3
出發點,3
該批,3
幾分鐘,3
早中晚,3
館長,3
愛買,3
雙層,3
十字路,3
倒楣,3
打擊,3
靠在,3
一聲,3
上帝,3
客變,3
子彈,3
香港,3
啤酒,3
為準,3
一共,3
禁用,3
乞討,3
山羊,3
出貨,3
店面,3
痛點,3
公羊,3
名車,3
拉扯,3
三排,3
膝部,3
速霸陸,3
滑動,3
月剛,3
三二,3
之新車,3
第三個,3
關注度,3
上調,3
雙腳,3
了將,3
連動,3
爭奪戰,3
原物料,3
管道,3
清除,3
的雙,3
豐富,3
觀感,3
約度,3
身價,3
勞動力,3
開年,3
矛盾,3
下巴,3
跟本,3
法官,3
微微,3
爭取到,3
軍備,3
主義,3
澳大利亞,3
僅排,3
名列,3
自己人,3
算到,3
能見度,3
配套,3
第二波,3
佛利蒙,3
複雜性,3
内有,3
第一年,3
黃燈,3
打爆,3
座標,3
串流,3
圖文,3
影響力,3
軀幹,3
大位,3
佩服,3
倒地,3
連霸,3
帶入,3
綜觀,3
訂定,3
休閒,3
十月,3
場次,3
擠身,3
抵台,3
裁罰,3
心中,3
寫道,3
五十鈴,3
炸掉,3
摘自,3
撰文,3
肌肉,3
最為,3
出包,3
形勢,3
體現,3
位數,3
一小部分,3
細分為,3
複習,3
幫人,3
顧好,3
比年,3
仇富,3
艱困,3
住院,3
欣賞,3
二大,3
怕死,3
不講,3
新時代,3
陳述,3
有幸,3
團結,3
我加,3
沒賣,3
是雙,3
軸承,3
我講,3
致敬,3
援引,3
為最,3
會長,3
流線,3
你講,3
買完,3
其所,3
帶回,3
裝在,3
女怒,3
弧線,3
伯克,3
白老鼠,3
沒送,3
拼命,3
下會,3
大為,3
充會,3
寒冷,3
因未,3
貨箱,3
宏觀,3
笑話,3
原車,3
充好,3
巴掌,3
廢物,3
抓不到,3
擁擠,3
正選,3
風光,3
最小,3
重貼,3
停車場法,3
單日,3
光看,3
鐵定,3
輛年,3
打手槍,3
深深,3
兩輛車,3
創造出,3
並為,3
賽車場,3
人命,3
軌跡,3
立凱電,3
助力,3
置物盒,3
說起來,3
鬆動,3
勁揚,3
順手,3
分子,3
後塵,3
大漲,3
大罵,3
曙光,3
斬獲,3
洗牌,3
僅輛,3
電器,3
靈活性,3
盲區,3
工作天數,3
搞好,3
先驅,3
渡過,3
金萬,3
二線,3
磁性,3
平行,3
還想,3
密切,3
英寸,3
磁力,3
寫著,3
消防隊,3
同等級,3
埃安,3
痛恨,3
源自於,3
第二台,3
治療,3
限度,3
泥濘,3
已買,3
游刃有餘,3
手握,3
整趟,3
林姓,3
男同事,3
下殺,3
旅途,3
吳姓,3
大降,3
近乎,3
優良,3
創業,3
迷你,3
鬆綁,3
直銷,3
說道,3
先用,3
里克,3
國貨,3
從前,3
還自,3
問問看,3
周期,3
捷達,3
一至,3
寫下,3
連接到,3
轉述,3
榮威,3
包辦,3
三段,3
事務所,3
駿宏,3
爬到,3
還真要,3
傳祺,3
推行,3
大爺,3
大同路,3
歐尚,3
老爸,3
拉拉,3
新春,3
外在,3
嗎還,3
內幕,3
凡事,3
迴響,3
存有,3
變少,3
一家人,3
跳動,3
傳訊,3
先天,3
必有,3
雞肋,3
後果,3
兩萬,3
勝弘,3
後廂,3
回堵,3
走人,3
總有,3
改由,3
毛籠,3
版主,3
型態,3
掛勾,3
五小時,3
陽光,3
氣球,3
不屑,3
裡有,3
患者,3
星途,3
中壢區,3
捷克,3
擠進,3
鄧光,3
點到,3
內斯榆,3
充站,3
並應,3
財路,3
開槍,3
供需,3
標致,3
情勢,3
卡位,3
先行,3
自稱,3
原來如此,3
被拔,3
緩刑,3
吃光光,3
人要,3
輛新車,3
安心,3
印證,3
但當,3
公務,3
漏洞,3
將對,3
跨國,3
油氣,3
兩到,3
沒法,3
總理,3
起動,3
換購,3
滲油,3
發車,3
跑出去,3
腳踏,3
強健,3
航空,3
賣完,3
造福,3
推算,3
思想,3
不贏,3
莫迪,3
台美,3
無可,3
不說,3
較佳,3
過時,3
嗚嗚,3
飛快,3
相符,3
環東,3
找來,3
肯塔基州,3
景觀,3
千元,3
詭異,3
擅自,3
上門,3
住宅,3
最省,3
天地,3
車美仕,3
天空,3
歐翼,3
連著,3
火燒船,3
第年,3
警衛隊,3
偽裝車,3
改回,3
大燈,3
消除,3
心疼,3
二度,3
估計到,3
合規,3
休息區,3
流汗,3
透光,3
撿到,3
到案,3
一面,3
點半,3
預算型,3
以時,3
混蛋,3
野餐,3
小李,3
跑來跑去,3
做休,3
五秒,3
首圖,3
開放式,3
駁斥,3
沒能,3
適時,3
玉蘭花,3
賣多少,3
凱燕,3
電後可,3
換車道,3
好開,3
優惠價,3
商店,3
路權,3
混淆,3
扭轉,3
算力,3
可愛,3
無從,3
舊換新,3
預訂,3
爛的,3
工法,3
一語成讖,3
精品,3
灌水,3
浪漫,3
較長,3
心情,3
一棟,3
雜貨店,3
服務費,3
鈑件,3
人身,3
前期,3
配器,3
包袱,3
車與,3
海事,3
船隻,3
拿捏,3
霹靂,3
起因,3
某一天,3
普普,3
入庫,3
跳出來,3
每件,3
無知,3
偽貨,3
每一家,3
雙在,3
突起,3
居中,3
帳單,3
有錯,3
徐煜展,3
警訊,3
拉大,3
有違,3
致命,3
內燃,3
車程,3
厚實,3
陌生,3
幫浦,3
之一是,3
冤大頭,3
兌現,3
命運,3
原動力,3
行走,3
昭甫,3
了解到,3
起價,3
步伐,3
幾百萬,3
營造,3
浸泡,3
進階,3
號誌,3
可用性,3
充電線,3
超聲波,3
二是,3
公眾,3
連署,3
穿越,3
屬性,3
耐撞性,3
滿臉,3
載貨,3
差速器,3
佼佼者,3
路外,3
會先,3
運具,3
找人,3
神神,3
體驗到,3
他開,3
流動,3
影子,3
難用,3
大過,3
檔次,3
外海,3
區隔,3
找尋,3
照相,3
很頂,3
承襲,3
太慢,3
元素,3
走路,3
韌體,3
初始,3
這週,3
能省,3
賭爛,3
嚇一跳,3
單程,3
要素,3
難以置信,3
不多,3
藍牙,3
遠程,3
數一數二,3
強迫,3
生效,3
參展,3
演講,3
廢到,3
選定,3
電約,3
債務,3
這三個,3
無條件,3
軍事,3
基準,3
深化,3
提問,3
塔塔加,3
十多年,3
權威,3
能以,3
轉折點,3
冰箱,3
某天,3
還看,3
雜誌,3
提倡,3
熱度,3
離峰,3
裝個,3
封測,3
電氣,3
減價,3
封閉,3
大修,3
降速,3
依循,3
氣壓桿,3
品味,3
重開,3
東部,3
南加州,3
打平,3
沒聽過,3
萬張,3
貼心,3
吃個,3
人潮,3
回電,3
快官,3
充度電,3
雨量,3
屋頂,3
阻尼,3
亮燈,3
一個點,3
沒油,3
拯救,3
公文,3
平整,3
基本版,3
水裡,3
發生率,3
如還,3
增程,3
高潮,3
積壓,3
各界,3
之心,3
次開,3
車並,3
終止,3
加利福尼亞州,3
開放給,3
加盟,3
陳情,3
點就,3
龜車,3
電馬,3
制服,3
晚點,3
第二家,3
發財,3
清理,3
市議員,3
這個點,3
右切,3
設法,3
公務車,3
城鎮,3
慢車道,3
死傷,3
長葉,3
費時,3
州際,3
閃躲,3
萬的車,3
內年,3
害死,3
看多,3
狗狗,3
算出,3
開來,3
老丈人,3
救災,3
手法,3
計費,3
竊盜罪,3
指示,3
餐廳,3
日日,3
市調,3
就醫,3
操作性,3
告發,3
買房,3
身份證,3
建成,3
佈建,3
求生,3
爆紅,3
委託,3
偏硬,3
開徵,3
補個電,3
預熱,3
妹紙,3
從缺,3
中彈,3
逃過一劫,3
大批,3
晶電,3
運通,3
關了,3
兩車,3
互通,3
南山,3
標牌,3
女騎士,3
專訪,3
最棒,3
甘心,3
請領,3
名叫,3
說到底,3
炫耀,3
人酸,3
這胎,3
配胎,3
演變為,3
陣列,3
流向,3
一長,3
及時,3
多組,3
多好,3
普利司,3
超強,3
苦苦,3
前七個,3
萬能,3
強茂,3
減半,3
新報,3
務必,3
有天,3
肢體,3
這更,3
半熱融,3
不太行,3
車好,3
一次電,3
換作,3
阿婆,3
牌照稅,3
出光興產,3
挑釁,3
意志,3
弄好,3
更顯,3
炸鍋,3
單方面,3
要作,3
車撞,3
越低,3
高山,3
永三,3
珍珠,3
太大台,3
點出,3
笑說,3
無辜,3
巷子,3
均衡,3
估值,3
拍片,3
側門,3
截然不同,3
他媽的,3
冷熱,3
中等,3
嚇壞,3
多媒體,3
壓迫感,3
等一下,3
每人,3
主軸,3
有選,3
還快,3
台廠,3
將車,3
到紐,3
窗框,3
整整,3
充入,3
蕭男,3
零售價,3
爆開,3
六龜,3
實務面,3
名譽,3
萬大,3
著重,3
左膠,3
近萬輛,3
直行車,3
我手,3
看個,3
出動,3
緩撞,3
現代感,3
帳戶,3
統整,3
存儲,3
年會,3
先開,3
明亮,3
暴力,3
負評,3
顯得,3
環繞,3
一上,3
開一,3
守望,3
特例,3
地製造,3
帶嫩,3
命令,3
信賴度,3
頭枕,3
店員,3
納粉,3
抖音,3
直營,3
快將,3
會亮,3
中肯,3
彙整,3
史丹利,3
教授,3
喝水,3
籌集,3
委員,3
蘇銘翰,3
過開,3
騰籠,3
細項,3
萬而,3
而定,3
汽柴油,3
巴菲特,3
殺價,3
火熱,3
前先,3
輪胎行,3
訂不到,3
我換,3
尊敬,3
兩三個,3
這部份,3
每一個,3
第六,3
下一台,3
賣方,3
法說,3
回穩,3
三四一二,3
寧靜度,3
考題,3
這天,3
俄國,3
不配,3
開箱文,3
部落格,3
附圖,3
新任,3
握住,3
結語,3
成品,3
每台,3
遲到,3
缺席,3
高效,3
每萬,3
賺得,3
補稅,3
終端,3
生死,3
安全感,3
以開,3
目睹,3
車尾燈,3
招人,3
到任,3
失業,3
進程,3
解法,3
批量,3
偏見,3
躺平,3
兩位,3
一月份,3
共款,3
並採,3
這兩種,3
幸運,3
科學,3
清潔,3
名義,3
印章,3
洽談,3
一小段,3
財團,3
受測,3
體型,3
對不起,3
動機,3
公寓,3
缺錢,3
賣出去,3
筆電,3
擠壓,3
高得,3
換鳥,3
聯想,3
管線,3
招喚,3
代客,3
的並,3
握緊,3
馮益鵬,3
湖北省,3
今非昔比,3
萬元並,3
復甦,3
主人,3
車多,3
仿效,3
休旅車款,3
講完,3
通病,3
些微,3
贈品,3
冒險,3
取而代之,3
台系,3
兩週,3
處置,3
訂製,3
電解水,3
氫礦,3
打好,3
廢棄,3
作品,3
產製,3
矯枉過正,3
老頭,3
突破性,3
量產車,3
拖著,3
特質,3
這顆,3
慘不忍睹,3
間接,3
搶下,3
打壓,3
太低,3
沒好,3
這個門,3
串連,3
手電筒,3
平坦,3
車殼,3
講了,3
人頭,3
綜效,3
增至,3
尊重,3
滿分,3
應是,3
便宜車,3
這套,3
社交,3
這幾週,3
山道,3
沉重,3
出到,3
正視,3
買下,3
學院,3
看下來,3
四具,3
三百多,3
豪華感,3
科羅拉多州,3
皮帶,3
轉帳,3
豈不是,3
遊說,3
側傾,3
一弄,3
二段,3
換的,3
隨身,3
爆胎,3
特色,3
保值性,3
間諜,3
面容,3
排假,3
身影,3
丟到,3
取向,3
不乏,3
破千,3
只出,3
荒原,3
低落,3
硬扯,3
視聽,3
並以,3
一二五五,3
跟不上,3
一季,3
路華是,3
很糟,3
乙式險,3
問的,3
喝個,3
單身,3
盛況,3
套裝,3
沉浸式,3
自助,3
說試,3
懸空,3
須要,3
沒貼,3
國民車,3
有鑑於,3
新設,3
飆車,3
開完,3
一分,3
一分貨,3
評為,3
裁決,3
原告,3
洛杉磯,3
我想,3
施加,3
侵蝕,3
成真,3
增溫,3
四月,3
將比,3
台北港,3
老師,3
號前,3
平路,3
只開,3
排線,3
入睡,3
笨蛋,3
工地,3
水閥,3
砂石車,3
因人而異,3
圓滿,3
閹割,3
升高,3
一塊,3
聊聊,3
新年式,3
燈號,3
南非,3
奧斯汀,3
天龍,3
外行,3
其短,3
無解,3
少量,3
裝上去,3
伸縮,3
買回家,3
指正,3
改天,3
一處,3
敘述,3
車時,3
給你,3
回想,3
立委,3
普通人,3
轉給,3
下雪,3
視頻,3
給你看,3
咆哮,3
只見,3
打進,3
得獎人,3
找上,3
沒落,3
毫髮,3
有燒,3
主任,3
有種,3
這則,3
猛踩,3
要花,3
上班族,3
加收,3
冒煙,3
自給自足,3
安心感,3
蓋住,3
百出,3
時有,3
不分,3
稍晚,3
談談,3
感知,3
熱天,3
電壓,3
暫不,3
大腦,3
備胎,3
但車,3
變多,3
優越感,3
最佳解,3
問車,3
尹慧中,3
購得,3
代碼,3
暴露,3
雨水,3
可為,3
硬碟,3
常理,3
興起,3
這牌,3
中來,3
幾倍,3
好不好,3
多遠,3
大顆,3
會車,3
可視,3
分布,3
車為,3
汽車廠,3
困難度,3
推進,3
彈跳,3
此一,3
前以,3
參觀,3
垃圾車,3
離合器,3
纖維,3
走到,3
課程,3
每一台,3
前一年,3
克萊斯勒,3
遮陽板,3
曝曬,3
薄薄,3
特權,3
調度,3
梗塞,3
不好意思,3
無償,3
掛在,3
逼近,3
對折,3
牽扯到,3
拼裝,3
十來,3
單體,3
胖子,3
能將,3
調整為,3
工序,3
層面,3
產業界,3
繳清,3
堪稱,3
回國,3
本板,3
最怕,3
拖延,3
要好,3
心肌,3
椅面,3
一頭,3
換回,3
籌備,3
又問,3
戰車,3
忽視,3
很久,3
再花,3
郵寄,3
中小型,3
沒亮,3
那個門,3
吃完,3
取車,3
縫隙,3
車費,3
損耗,3
仍須,3
不亮,3
修車廠,3
淒涼,3
小幅,3
降檔,3
這兩則,3
民生,3
打不開,3
打檔,3
新生,3
南屯區,3
起源,3
租來,3
捐給,3
開錯,3
世貿,3
李伊,3
科幻,3
稱該,3
客戶群,3
時尚,3
掏空,3
吊起,3
華人,3
咪咪,3
購置,3
一百多,3
很累,3
累積下來,3
懂得,3
幾千,3
族人,3
大片,3
野心,3
行駛到,3
舉動,3
精進,3
接軌,3
手續,3
高北,3
一如,3
悽慘,3
敏感,3
客訴,3
吹捧,3
拉力賽,3
帥到,3
甘願,3
舉措,3
將往,3
上下游,3
辯稱,3
傳奇,3
肇因,3
折舊率,3
懷抱,3
發動機,3
顯見,3
裝反,3
周三,3
怪怪,3
商圈,3
驚見,3
沒什麼車,3
長久,3
壓榨,3
改名,2
敗筆,2
辭職,2
比買,2
波瀾,2
幅射,2
直視,2
聯想到,2
橘色,2
